age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
72,F,495,Célibataire,0,false,6251 HP 13
24,M,531,En Couple,3,false,4342 KR 10
72,M,525,En Couple,2,true,144 LO 92
41,F,528,Divorcée,2,false,8846 EM 98
55,F,743,Célibataire,0,false,1547 FQ 31
75,M,478,En Couple,2,false,7476 TQ 65
44,M,563,Seule,3,false,3651 SX 27
51,F,485,Célibataire,0,false,277 RB 13
25,M,745,En Couple,4,false,3226 YL 30
43,M,758,Seule,3,false,7257 RY 61
51,M,1020,En Couple,2,false,1821 FH 30
32,M,215,Célibataire,0,false,3041 NU 31
44,F,1226,En Couple,2,false,2787 CE 88
67,F,524,En Couple,0,false,2775 DU 11
40,F,437,Célibataire,0,false,3755 HP 28
56,M,727,Célibataire,0,false,9858 KF 22
32,M,480,Célibataire,0,false,6016 VX 41
19,M,566,En Couple,3,false,5681 FN 43
57,M,209,Célibataire,0,false,182 UW 64
77,M,563,Célibataire,0,false,4189 JZ 18
52,M,505,Célibataire,0,false,5835 SZ 91
20,Homme,170,Seul,0,false,2745 QR 21
46,F,229,En Couple,2,false,5929 OP 26
26,F,427,En Couple,0,false,4435 MM 31
39,Homme,408,En Couple,3,false,2960 BE 98
67,F,1028,En Couple,2,false,5906 AH 91
18,M,589,En Couple,4,false,686 IG 47
19,M,444,En Couple,2,false,3095 DT 29
50,F,207,Seule,1,false,1352 BY 13
83,M,764,En Couple,1,false,6382 UE 28
19,F,424,En Couple,0,false,1664 QW 12
32,M,583,Célibataire,0,false,3084 JI 14
43,F,233,Célibataire,0,false,6639 TL 22
21,F,845,En Couple,1,false,9520 UW 55
67,M,241,En Couple,0,true,4265 GL 19
30,F,402,En Couple,1,false,7187 IA 17
50,M,483,En Couple,3,false,9950 SU 90
41,M,1273,Seule,3,false,6202 SP 23
33,F,478,En Couple,0,false,2532 QF 55
24,M,218,En Couple,1,true,7840 OB 71
57,M,539,En Couple,3,true,9872 BI 38
35,F,411,En Couple,1,false,1070 UK 91
54,M,462,En Couple,2,true,28 MM 62
40,M,554,En Couple,4,false,677 VI 68
52,F,454,Célibataire,0,false,1391 QX 50
23,M,438,Célibataire,0,false,1568 OI 19
50,F,524,En Couple,4,true,5674 KR 33
46,F,500,Célibataire,0,false,53 VR 93
34,M,493,En Couple,2,true,807 KW 75
73,M,1173,Célibataire,0,false,9874 WR 47
27,M,424,Célibataire,0,false,7978 LV 96
57,F,1376,Célibataire,0,false,5201 XB 32
71,M,1377,Célibataire,0,false,145 BB 51
82,M,477,Célibataire,0,false,2614 SN 42
23,M,500,En Couple,4,true,214 QX 84
29,M,546,En Couple,2,true,9069 MQ 79
74,M,546,Célibataire,0,false,8105 GV 39
49,M,534,En Couple,1,false,7791 QK 74
69,F,978,Célibataire,0,false,7352 GR 65
38,M,463,En Couple,3,false,6539 WT 29
71,M,906,En Couple,1,false,4776 HS 64
51,F,1014,Célibataire,0,false,2798 LI 46
40,M,1347,Seule,1,false,1018 RU 49
29,M,592,En Couple,2,false,2382 RO 19
44,M,212,En Couple,3,false,2633 EE 70
48,M,439,Célibataire,0,false,3032 TA 89
18,M,532,En Couple,1,false,377 SW 75
25,M,507,En Couple,4,false,9111 IM 62
33,F,200,Seule,1,false,7335 NM 10
26,F,194,Seule,1,false,3950 ND 58
26,M,204,En Couple,1,true,3517 QN 87
19,M,759,En Couple,1,false,810 NW 63
33,M,470,Célibataire,0,false,2780 XD 31
31,F,1002,Seule,2,false,9938 XO 60
29,M,516,Célibataire,0,false,7185 WZ 69
52,M,1079,En Couple,1,false,73 EV 72
55,F,165,En Couple,3,false,7410 VI 94
18,F,199,Célibataire,0,false,1704 UC 59
58,M,822,En Couple,1,false,8560 YW 86
51,F,407,Seule,3,false,7030 GS 53
43,Homme,756,En Couple,3,false,4517 WJ 55
30,F,187,En Couple,1,false,3842 YZ 26
82,M,479,En Couple,4,false,7909 EN 95
22,M,171,En Couple,2,false,372 XU 44
31,M,458,Célibataire,0,false,9006 BH 70
21,F,1099,Célibataire,0,false,9777 EZ 36
20,F,879,Célibataire,0,false,6457 DX 93
50,M,758,Célibataire,0,?,1846 MN 48
33,F,1226,En Couple,2,false,5080 JJ 44
19,F,490,En Couple,3,false,3786 TT 32
39,M,569,Célibataire,0,false,2280 QV 39
32,F,447,Célibataire,0,false,8110 JM 17
55,M,204,En Couple,1,false,190 TW 42
64,M,198,Célibataire,0,false,1117 CG 16
51,M,589,En Couple,1,false,5643 AN 73
43,M,544,En Couple,4,false,2862 EB 18
23,M,1114,Célibataire,0,false,6810 JU 51
30,M,435,Célibataire,0,false,4799 EA 67
42,M,495,En Couple,2,true,9246 DY 67
25,M,851,En Couple,3,false,2505 RD 54
45,M,416,En Couple,4,false,3815 PP 35
50,M,1283,En Couple,0,false,5872 LA 22
59,M,1215,En Couple,1,false,4171 WB 20
43,M,416,En Couple,4,false,8194 WF 83
57,M,857,En Couple,4,false,5550 FL 46
21,F,432,En Couple,4,true,1669 RO 92
52,F,528,Célibataire,0,false,6668 YT 26
75,M,1377,En Couple,1,false,9226 CY 53
32,M,496,En Couple,0,false,2764 LA 18
40,F,436,Célibataire,0,false,4606 EP 53
26,M,1315,En Couple,1,true,9484 BE 40
51,M,996,En Couple,0,false,3526 UN 52
74,M,1140,En Couple,1,false,9209 JV 24
19,M,934,Célibataire,0,false,7808 HI 98
79,M,1320,Célibataire,0,false,2918 MN 25
46,M,1086,Célibataire,0,false,3622 FB 73
33,F,579,En Couple,1,false,2625 VK 49
34,M,424,En Couple,1,true,2795 JM 60
31,M,402,Célibataire,0,false,9123 WO 51
36,M,574,En Couple,3,false,5965 RM 24
18,M,400,En Couple,0,false,5470 OH 88
81,M,499,En Couple,0,false,6435 IO 69
26,M,459,En Couple,4,true,447 WD 60
42,?,497,En Couple,0,false,8959 WB 14
59,F,155,En Couple,0,false,5371 LL 91
30,F,517,En Couple,3,true,9627 IV 78
44,M,418,Seule,2,false,5251 MG 37
43,M,176,En Couple,0,false,9485 VH 23
71,M,408,En Couple,2,false,9538 PY 29
25,M,1380,En Couple,2,false,4148 OV 45
79,F,1386,Célibataire,0,false,5723 EM 20
75,M,490,En Couple,3,false,4330 LD 48
27,F,1064,Seule,3,false,3981 LO 70
38,M,436,En Couple,2,false,3617 HZ 12
32,M,563,En Couple,4,false,9168 GM 76
39,F,475,Célibataire,0,false,1624 MI 61
19,M,1200,Célibataire,0,false,6567 WN 44
28,M,508,Célibataire,0,false,8694 IH 25
47,F,1254,En Couple,4,false,6542 FN 93
49,M,202,En Couple,1,false,4043 CB 34
70,F,405,En Couple,4,false,1724 TS 19
27,M,514,En Couple,1,false,4291 RO 38
76,M,563,En Couple,3,true,1407 KK 27
64,M,400,Seule,2,false,3668 DV 67
42,M,506,En Couple,2,false,2372 ED 98
80,F,555,Célibataire,0,false,9004 SZ 38
27,M,452,En Couple,0,false,2189 KP 82
28,M,240,En Couple,1,false,2902 WP 46
27,M,464,Célibataire,0,false,3323 NN 24
54,M,502,Célibataire,0,false,7971 XZ 42
65,F,798,Seule,3,false,8291 JR 36
67,M,447,En Couple,1,false,9379 YA 52
18,M,455,Célibataire,0,false,3274 EN 98
29,Féminin,719,En Couple,0,false,8620 WL 26
31,M,152,En Couple,0,false,28 PR 42
57,M,431,En Couple,2,true,5806 XX 41
35,M,452,En Couple,1,true,1726 IX 30
54,F,173,En Couple,0,false,2343 OT 86
24,M,594,En Couple,3,false,2193 IH 62
27,M,429,Seule,3,false,4378 PZ 75
53,F,192,Célibataire,0,false,3295 CW 41
22,M,448,En Couple,4,true,8664 HH 53
25,M,948,En Couple,0,false,9406 AE 82
43,M,469,Célibataire,0,false,2297 DL 61
36,M,740,En Couple,2,false,7578 KN 96
21,F,563,En Couple,0,false,9713 YC 65
25,M,?,En Couple,1,false,5548 JO 88
41,M,1079,En Couple,1,false,6909 WO 33
28,F,459,En Couple,2,false,3319 TH 33
84,M,541,En Couple,1,false,7733 RD 40
38,M,498,En Couple,0,false,4823 EK 28
34,M,214,Célibataire,0,false,826 TT 81
25,M,429,En Couple,4,false,8882 TK 40
23,M,512,En Couple,4,false,4454 XG 10
44,M,498,Célibataire,0,false,3032 MV 77
20,F,883,Célibataire,0,false,6416 UJ 24
62,M,492,Célibataire,0,false,6645 CK 79
25,M,201,En Couple,0,false,4167 CL 66
40,M,594,En Couple,2,true,9115 JG 32
29,M,175,En Couple,1,true,804 BD 26
42,M,459,En Couple,1,false,1611 AZ 95
44,M,564,Seule,3,false,3738 HF 93
43,F,234,En Couple,1,true,4922 UD 89
25,F,599,En Couple,4,true,935 LA 55
48,M,519,En Couple,0,false,4637 ES 81
24,M,480,En Couple,4,false,7938 CT 46
50,M,556,Célibataire,0,false,4016 FI 53
33,F,1301,Célibataire,0,false,5196 NA 68
54,M,190,Seule,1,false,376 MZ 59
43,M,234,En Couple,4,false,3265 AJ 36
18,M,490,En Couple,1,false,2134 PP 29
27,M,455,En Couple,2,false,4870 LX 36
31,M,174,Célibataire,0,false,6996 VS 13
44,M,1386,En Couple,0,false,330 GV 79
51,M,1317,En Couple,4,false,6263 QB 74
74,F,202,Célibataire,0,false,4535 QR 22
28,M,493,Célibataire,0,false,2877 TZ 82
36,F,175,En Couple,2,false,5471 RI 48
59,M,507,Célibataire,0,false,2446 LK 45
18,M,515,En Couple,1,false,3825 DN 82
47,M,506,Célibataire,0,false,365 QR 22
28,F,469,Célibataire,0,false,8771 CX 18
27,M,163,Célibataire,0,false,6502 ID 28
24,F,508,En Couple,1,false,9719 SY 82
72,M,564,Célibataire,0,false,7119 UY 61
18,M,1015,En Couple,1,true,7320 AE 44
64,M,582,En Couple,3,false,8536 GE 86
45,M,481,En Couple,1,false,8059 BA 24
39,M,986,En Couple,1,false,8733 EB 26
23,M,563,Célibataire,0,false,6625 GN 70
29,F,167,En Couple,2,false,8320 NX 39
65,F,227,Célibataire,0,false,5297 LW 63
24,M,593,Célibataire,0,false,1457 GK 41
28,M,166,Seule,3,false,5856 DD 71
33,M,575,En Couple,1,false,1528 UU 70
39,M,524,Célibataire,0,false,9226 TZ 37
75,F,208,Célibataire,0,false,3111 FL 94
18,M,477,Célibataire,0,false,4615 HD 86
21,M,492,En Couple,2,true,9130 JQ 63
25,Femme,542,En Couple,2,false,6937 AV 55
56,F,432,En Couple,2,false,5656 WT 34
63,M,181,En Couple,2,false,2522 HX 50
26,M,403,Célibataire,0,false,1073 ZA 16
30,F,505,En Couple,0,false,448 KA 95
48,M,1395,En Couple,1,false,6655 QJ 10
48,M,1054,En Couple,1,false,5323 HT 71
22,M,1142,Célibataire,0,false,9303 EX 85
55,M,564,En Couple,2,false,1267 LI 31
74,M,1260,En Couple,2,false,6535 NW 34
52,F,543,Célibataire,0,false,1724 BP 64
22,M,515,Célibataire,0,false,3655 GX 45
24,M,564,Célibataire,0,false,2259 IM 50
18,M,1039,En Couple,0,false,5418 US 55
51,M,1398,En Couple,2,false,8367 QY 59
37,M,542,Célibataire,0,false,1515 KR 34
26,F,228,En Couple,1,false,3555 AJ 42
23,M,1049,En Couple,2,false,4626 XP 81
44,M,512,En Couple,3,false,8840 BW 54
40,F,233,Célibataire,0,false,4591 OU 12
83,M,155,En Couple,2,false,3765 FP 80
25,M,1270,En Couple,1,true,2779 TT 29
22,M,412,Marié(e),2,false,4201 XE 81
31,M,766,Célibataire,0,false,923 LL 25
84,F,1053,En Couple,1,true,4924 PT 21
43,M,565,En Couple,4,false,4606 OH 73
41,F,431,Célibataire,0,false,9907 EK 94
18,Masculin,1333,Célibataire,0,false,140 BV 79
58,F,587,Célibataire,0,false,3323 YV 66
55,M,588,En Couple,2,true,326 OV 18
36,F,1255,Célibataire,0,false,4939 YW 32
53,M,545,Célibataire,0,false,4602 TS 69
22,Femme,828,Célibataire,0,false,2948 HS 26
24,M,576,Célibataire,0,false,3902 XO 72
22,M,429,Célibataire,0,false,3458 JE 88
29,M,506,Célibataire,0,false,5202 SP 49
71,M,825,Célibataire,0,false,7145 PE 53
48,F,533,En Couple,3,true,9712 IV 40
82,F,1174,Célibataire,0,false,9210 VW 30
40,M,956,Célibataire,0,false,6541 TP 86
22,M,589,Célibataire,0,false,6366 OG 21
21,M,912,En Couple,2,false,5079 RF 46
53,M,529,Célibataire,0,false,3079 DO 81
49,M,230,En Couple,0,false,998 RE 21
28,F,470,En Couple,1,false,1059 AZ 81
79,F,433,Célibataire,0,false,1901 DH 75
53,M,238,En Couple,1,false,4042 DX 21
46,M,1351,Célibataire,0,false,5415 ZH 78
19,M,1239,En Couple,1,false,3053 OH 45
31,M,420,Célibataire,0,false,9228 XY 10
42,M,245,Célibataire,0,false,5783 SA 37
53,M,405,En Couple,1,false,2923 ZC 93
28,M,884,Célibataire,0,false,4669 EU 10
22,F,937,Célibataire,0,false,8335 QV 47
23,F,214,En Couple,3,false,2655 CJ 30
49,F,443,En Couple,1,false,6973 LT 74
25,M,506,En Couple,3,false,1302 YB 70
54,M,479,En Couple,2,false,306 SG 67
51,M,182,En Couple,1,false,7446 EN 81
18,M,172,En Couple,1,false,6630 TQ 46
83,M,567,En Couple,2,true,3387 PU 10
36,F,744,Célibataire,0,false,6669 AA 16
49,M,1022,Célibataire,0,false,109 ED 90
47,M,421,En Couple,0,true,1090 CA 25
31,M,593,Célibataire,0,false,3406 IG 76
26,M,479,Célibataire,0,false,7771 WQ 70
59,M,212,Célibataire,0,false,6888 TH 24
31,M,525,En Couple,4,false,2394 DL 28
25,M,218,Seule,3,false,2737 HX 19
59,M,590,Célibataire,0,false,3000 LW 14
18,F,493,En Couple,1,false,6744 JO 41
41,M,597,En Couple,4,false,730 ZS 56
19,M,1199,En Couple,0,false,2551 OS 84
19,M,234,En Couple,3,false,4766 AN 14
51,M,787,Célibataire,0,false,8656 BT 92
24,M,804,En Couple,4,false,7708 YY 67
84,M,217,En Couple,4,true,3234 PF 65
38,M,516,En Couple,1,false,9622 ED 26
25,M,1043,En Couple,2,false,6772 WO 29
27,M,441,Célibataire,0,false,42 AI 32
57,M,522,Marié(e),1,true,7558 RF 36
35,M,1371,Célibataire,0,false,6348 AW 60
47,M,406,En Couple,3,false,7284 ND 87
27,F,464,En Couple,1,false,6399 TW 55
37,M,551,En Couple,1,true,6724 VJ 22
49,M,769,Célibataire,0,false,4683 EE 78
81,M,196,En Couple,1,false,4532 RX 23
54,M,217,En Couple,0,false,5301 KU 61
58,M,166,?,0,false,2559 RT 69
33,F,404,En Couple,3,false,7868 XS 26
81,M,221,Célibataire,0,false,5783 CP 87
54,M,178,Seule,3,false,4087 ZS 83
44,M,1263,En Couple,0,false,1401 VT 35
44,M,162,En Couple,4,false,9241 EH 84
50,M,161,En Couple, ,false,5086 IP 90
79,M,1047,En Couple,0,false,8639 ML 78
56,M,927,En Couple,1,false,5590 AQ 61
59,F,402,En Couple,2,false,2447 II 78
66,M,473,En Couple,2,false,8188 OB 70
54,M,745,Célibataire,0,false,8409 ZL 98
69,F,216,Célibataire,0,false,2887 BQ 85
20,M,847,Célibataire,0,false,3415 QP 22
18,M,1109,Célibataire,0,false,4356 AM 76
24,M,578,Célibataire,0,false,5565 XP 90
20,M,421,En Couple,3,false,9422 RO 20
35,M,422,En Couple,0,true,4955 JD 43
47,F,434,Célibataire,0,false,7288 TH 51
56,M,1089,En Couple,2,false,8280 HY 98
65,F,227,En Couple,1,false,1280 GG 93
57,F,1237,Célibataire,0,false,4502 HU 94
58,M,869,En Couple,1,false,8891 FY 90
60,M,536,Célibataire,0,false,8787 QL 95
41,M,783,Célibataire,0,false,2941 UG 24
18,F,217,En Couple,2,false,6979 KK 48
21,M,804,En Couple,4,false,5584 PV 37
48,M,555,En Couple,0,false,4280 XW 72
65,M,557, ,1,false,3193 CJ 30
28,M,852,Seul,0,false,1500 WY 85
53,M,443,En Couple,1,false,8952 WR 98
18,F,463,Célibataire,0,false,9603 ZJ 55
59,M,454,Célibataire,0,false,8534 VW 38
40,M,215,En Couple,2,false,3692 VA 10
43,M,465,Célibataire,0,false,9542 GN 89
45,M,1196,Célibataire,0,false,8078 OI 75
49,M,211,En Couple,3,false,2726 JE 50
21,M,164,En Couple,0,false,2541 HU 90
25,F,477,En Couple,0,false,2973 RU 33
38,F,410,En Couple,2,false,6420 YF 97
51,M,585,En Couple,2,false,4620 KD 29
39,M,546,Célibataire,0,false,4425 GS 51
29,M,1107,En Couple,3,false,2495 JK 25
22,M,555,Célibataire,0,false,6622 FL 22
40,F,1325,Célibataire,0,false,3643 ML 58
21,M,429,Célibataire,0,false,5884 HA 17
60,M,1245,En Couple,4,false,9007 CS 65
24,M,195,En Couple,3,false,823 QE 81
29,M,579,Célibataire,0,false,4069 ST 88
28,M,488,En Couple,3,true,5135 LM 51
78,F,959,Célibataire,0,false,15 IU 79
38,M,880,En Couple,4,false,7259 TJ 69
65,F,1079,Célibataire,0,false,2252 ZL 80
53,M,959,Célibataire,0,false,1133 MQ 98
73,Masculin,424,En Couple,1,false,8482 ZB 68
77,F,1103,En Couple,0,false,9970 YV 92
42,M,171,En Couple,2,false,5043 UP 68
53,M,481,Seule,1,false,3761 WV 56
33,M,1332,En Couple,4,true,6634 HE 21
48,M,752,En Couple,2,false,5609 JB 86
50,M,1327,Célibataire,0,false,4444 UQ 34
44,F,463,En Couple,3,false,6837 ZN 15
69,M,715,Célibataire,0,false,6810 UE 55
29,M,875,Célibataire,0,false,57 JF 36
61,M,969,En Couple,2,true,571 LT 98
32,F,1355,En Couple,1,false,4643 PZ 81
28,M,564,En Couple,0,false,6804 TI 10
28,M,555,Célibataire,0,false,28 DX 77
29,M,193,En Couple,1,false,6833 IB 26
28,F,938,En Couple,3,false,9127 JS 54
81,M,411,En Couple,1,false,1979 KI 27
31,F,1035,Célibataire,0,false,4334 UT 87
18,F,890,Célibataire,0,false,4065 JK 43
57,M,1212,En Couple,2,false,3130 MB 84
58,F,499,Célibataire,0,false,8145 KM 16
65,M,857,En Couple,1,false,585 EC 20
31,F,419,En Couple,2,false,286 JA 94
27,M,863,En Couple,2,false,3095 DK 33
25,M,415,Seule,2,false,1624 KN 54
50,Homme,426,En Couple,3,false,5864 TC 23
54,F,192,En Couple,0,false,4505 DL 20
64,F,221,Célibataire,0,false,3833 DV 81
51,F,1178,Célibataire,0,false,3524 PH 26
84,F,1215,En Couple,-1,false,4500 EE 76
36,F,560,En Couple,3,false,4982 TD 35
66,M,578,En Couple,2,false,6154 MG 40
22,M,451,En Couple,2,false,9975 AS 91
55,F,440,Célibataire,0,false,1160 LD 96
58,F,403,Marié(e),2,false,5815 MO 77
38,M,772,Célibataire,0,false,3541 WG 54
34,Masculin,1352,Célibataire,0,false,8131 MF 60
67,M,1183,En Couple,4,true,1759 YC 90
47,F,584,En Couple,2,false,3151 TS 37
46,F,993,En Couple,1,false,7779 EQ 59
36,F,775,Célibataire,0,false,7866 DN 14
79,M,176,En Couple,0,true,6692 RS 33
44,F,598,Célibataire,0,false,6719 GV 73
26,M,478,En Couple,0,false,6961 VG 77
80,M,450,Célibataire,0,false,2544 PZ 38
37,M,582,En Couple,2,false,9777 JL 82
68,F,158,En Couple,0,false,7915 TJ 45
55,M,191,En Couple,1,false,4887 ET 31
24,M,583,En Couple,0,false,6151 YS 23
45,F,503,En Couple,3,false,3696 TH 50
74,M,226,Célibataire,0,false,5733 BC 56
80,M,1320,En Couple,4,false,9825 OT 75
59,M,599,En Couple,2,false,8224 QS 35
56,M,154,En Couple,0,false,9163 NI 49
-1,M,1145,En Couple,2,true,4415 XI 96
74,F,579,Célibataire,0,false,8057 RR 42
36,M,985,En Couple,0,false,2304 CF 85
29,M,181,En Couple,2,false,2062 QB 94
76,M,811,En Couple,4,false,2172 GV 16
47,F,417,En Couple,1,false,8346 DK 94
37,F,175,En Couple,4,false,8056 PI 51
33,M,1187,Célibataire,0,false,9491 GP 64
21,F,170,Célibataire,0,false,5151 HR 75
59,M,814,Seule,3,false,8926 TB 33
27,M,1337,Seule,3,false,5834 VW 47
29,M,499,En Couple,0,true,3493 ZE 82
39,F,507,Célibataire,0,false,1226 OS 43
73,M,192,En Couple,1,false,751 WQ 16
52,M,400,En Couple,2,true,6474 BJ 39
58,F,441,En Couple,0,false,1581 IU 59
28,M,584,Célibataire,0,false,431 UE 29
43,M,883,En Couple,2,false,4776 SX 66
74,M,175,En Couple,4,true,5001 HN 67
37,M,760,Célibataire,0,false,5606 SV 84
47,F,1090,Célibataire,0,false,7873 JR 28
29,F,896,Célibataire,0,false,3285 UW 52
20,M,572,En Couple,2,false,3835 JF 50
70,M,579,En Couple,4,false,716 PR 18
56,F,1349,En Couple,3,true,9267 CP 81
76,F,544,En Couple,1,false,5118 JO 19
44,F,207,En Couple,0,false,577 SK 45
57,M,434,Seule,1,false,8839 PK 91
42,M,784,Célibataire,0,false,4055 LV 71
28,F,458,Célibataire,0,false,9103 ZJ 94
58,M,517,Seule,1,false,4959 RO 53
41,F,1348,En Couple,3,false,6388 OC 19
28,F,1350,En Couple,2,true,1855 PX 14
49,M,516,En Couple,0,false,1121 OQ 63
18,M,477,Célibataire,0,false,6454 ZD 78
30,M,223,En Couple,2,false,8076 RM 51
19,M,498,Célibataire,0,false,8078 YD 49
56,Féminin,226,Célibataire,0,false,1 LA 71
31,M,428,En Couple,0,false,1786 HQ 73
58,F,1270,Célibataire,0,false,2025 SO 87
45,F,589,Célibataire,0,false,7911 ID 39
29,M,520,En Couple,2,true,440 ZO 96
30,M,907,En Couple,1,true,3516 YY 96
62,M,190,Célibataire,0,false,6936 MB 15
24,M,1137,En Couple,3,false,8347 SJ 19
18,F,874,Seule,3,false,9024 ZC 56
19,M,551,En Couple,1,false,2096 VR 51
56,F,414,En Couple,0,true,1249 YI 50
42,M,593,En Couple,0,false,1998 TF 81
27,M,861,En Couple,3,false,2308 KA 48
79,F,585,Seule,3,false,1303 JL 35
56,M,555,En Couple,2,false,447 AE 19
53,F,945,Célibataire,0,false,8514 NS 11
28,F,221,Célibataire,0,false,3327 IH 21
28,M,542,Célibataire,0,false,9636 NI 42
33,M,1313,En Couple,1,false,3293 IZ 95
62,M,240,En Couple,0,false,2138 SM 72
21,M,563,En Couple,3,false,731 ID 37
36,M,492,Seule,3,false,4826 JA 81
53,M,598,En Couple,0,true,4150 PI 11
19,F,1326,Célibataire,0,false,5751 ZF 32
39,M,1167,En Couple,0,false,3331 TL 91
21,M,1347,Seule,1,false,3020 ME 73
34,M,559,En Couple,1,false,4835 PK 12
22,M,530,En Couple,0,false,3389 CK 45
33,M,503,Célibataire,0,false,9712 OQ 18
29,M,569,En Couple,0,false,939 GR 45
59,M,493,En Couple,3,false,6864 RU 24
55,M,180,En Couple,1,true,1646 XQ 13
52,F,1285,Célibataire,0,false,3887 YB 55
24,M,927,En Couple,1,false,7786 SD 21
60,F,442,En Couple,1,false,2870 EY 33
60,M,401,Célibataire,0,false,4845 PO 36
55,M,531,Célibataire,0,false,9400 DY 10
18,M,424,En Couple,4,false,9852 RE 78
56,F,1166,En Couple,0,false,2721 HY 65
34,M,179,En Couple,0,false,8795 BW 58
18,M,462,En Couple,1,false,919 IB 41
22,F,880,Célibataire,0,false,2772 SO 19
23,M,470,Célibataire,0,false,3995 OZ 23
69,M,1080,En Couple,0,false,7948 TG 80
20,M,1208,En Couple,0,true,502 RQ 42
50,F,167,Célibataire,0,false,9859 KT 77
22,M,587,En Couple,1,true,5918 DY 21
80,F,412,Célibataire,0,false,6370 UF 53
45,M,1210,Seule,2,false,8192 WG 22
21,M,445,Seule,3,false,5996 OO 64
41,M,1261,En Couple,1,false,149 TG 45
48,M,942,En Couple,2,false,3631 LH 82
66,M,1040,En Couple,4,false,687 JH 56
54,M,402,Célibataire,0,false,8146 OP 24
40,M,562,Seule,1,false,7434 FI 56
27,M,226,Célibataire,0,false,5158 YV 31
56,M,442,En Couple,3,false,3197 IO 19
25,M,1367,En Couple,0,false,1207 IT 87
57,F,975,En Couple,1,false,6296 XV 74
23,M,487,En Couple,1,false,9018 NV 86
18,M,150,Célibataire,0,false,8182 MY 41
44,M,423,En Couple,3,false,2926 SA 92
50,M,1140,En Couple,1,false,10 QU 20
82,M,419,En Couple,1,false,6861 RE 29
68,M,940,Seule,1,false,1411 TO 96
38,F,476,En Couple,1,false,5705 EQ 37
40,F,506,En Couple,0,false,9033 ED 41
29,M,484,En Couple,2,false,1057 PO 25
26,F,422,En Couple,1,false,191 NC 73
56,M,527,Célibataire,0,false,5307 HF 51
50,M,479,En Couple,1,true,5905 DB 20
25,M,461,Célibataire,0,false,8393 DE 20
46,M,422,En Couple,2,false,4133 WY 72
41,F,874,En Couple,4,false,8007 IN 39
73,M,987,En Couple,1,true,1724 NC 74
69,M,487,Célibataire,0,false,664 WQ 93
55,F,489,Célibataire,0,false,5807 OC 38
28,M,451,En Couple,0,true,1661 BR 23
81,M,1311,En Couple,1,false,7508 II 96
51,M,537,Célibataire,0,false,1392 WF 87
55,M,528,En Couple,1,false,5640 IX 89
63,F,445,En Couple,3,false,9490 MK 29
82,F,588,En Couple,1,true,9619 IP 92
26,M,196,En Couple,1,false,4739 EV 14
47,M,1396,En Couple,0,false,3609 TV 82
79,F,531,En Couple,0,false,9256 GW 98
72,M,460,Célibataire,0,false,3429 MA 89
76,F,455,Célibataire,0,false,8484 DP 69
20,Homme,505,Célibataire,0,false,2158 JA 54
70,M,541,Seule,1,false,6705 SI 59
31,F,1031,En Couple,2,true,3396 TB 29
25,F,1185,En Couple,3,true,2342 JF 46
25,M,449,Célibataire,0,false,6594 KW 68
66,F,522,En Couple,0,false,3328 RX 45
47,M,426,Marié(e),2,false,2987 IY 26
43,M,245,En Couple,0,false,2058 PI 39
46,F,514,En Couple,3,false,6382 HY 49
27,M,569,En Couple,2,true,9671 BD 14
30,M,589,En Couple,1,false,7139 JJ 95
35,M,512,Célibataire,0,false,4020 GC 18
49,M,562,En Couple,4,false,8141 ZL 66
62,F,166,En Couple,3,false,2009 AL 50
39,F,450,En Couple,1,false,2392 FL 15
35,F,787,En Couple,0,false,3446 EC 87
43,M,572,En Couple,2,false,281 JG 14
21,M,584,Célibataire,0,false,4232 OQ 69
32,F,517,Seul,0,false,4739 NY 78
21,M,594,En Couple,4,false,8259 HA 37
27,F,188,Célibataire,0,false,8014 XL 14
55,F,450,En Couple,1,false,9046 XY 74
19,F,448,Célibataire,0,false,2160 TD 35
36,M,1320,Seule,2,false,6364 CL 65
28,M,878,En Couple,1,false,3462 RF 46
80,Féminin,1285,En Couple,1,false,5127 LV 92
49,M,401,N/D,3,false,4520 LT 33
48,F,1294,Célibataire,0,false,8245 GN 63
37,F,452,Célibataire,0,false,3050 NI 98
26,M,229,Célibataire,0,false,7901 RU 81
43,M,1315,En Couple,1,false,8935 NB 72
28,M,533,En Couple,4,false,9952 HN 81
28,M,181,Célibataire,0,false,7926 FU 54
46,M,584,Célibataire,0,false,9466 GK 21
48,M,565,En Couple,0,false,2967 MF 33
29,M,517,En Couple,1,false,1167 PP 11
44,F,187,En Couple,0,false,6932 PP 57
23,M,225,En Couple,1,false,4704 BB 77
49,M,491,Célibataire,0,false,3938 IG 95
80,F,778,En Couple,4,false,1478 TK 63
18,M,1271,Célibataire,0,false,6623 XY 31
26,M,474,En Couple,3,true,787 SN 47
56,M,470,En Couple,2,true,4099 JF 42
45,M,558,Célibataire,0,false,7014 ZY 65
47,M,1184,En Couple,1,false,2897 SE 51
44,M,536,Célibataire,0,false,4357 EJ 69
46,M,479,En Couple,0,true,9604 YZ 16
41,M,202,Célibataire,0,false,6753 NY 10
29,M,571,En Couple,1,false,164 SM 66
19,M,172,Célibataire,0,false,4599 GV 26
31,M,1263,Célibataire,0,false,1601 ZU 34
25,F,550,En Couple,2,false,4364 KV 82
69,M,413,En Couple,0,false,5524 CM 86
